"DEgenes_DCM"	"DEgenes_HCM"	"DEgenes_PPCM"	"DEgenes_IntDCM"	"DEgenes_IntHCM"
"ENSG00000272668"	"ENSG00000267683"	"ENSG00000204929"	NA	NA
"ENSG00000019169"	"ENSG00000105894"	"ENSG00000115112"	NA	NA
"ENSG00000184005"	"ENSG00000249307"	"ENSG00000203747"	NA	NA
"ENSG00000164161"	"ENSG00000142920"	"ENSG00000272761"	NA	NA
"ENSG00000101311"	"ENSG00000250775"	"ENSG00000118004"	NA	NA
"ENSG00000171951"	"ENSG00000248864"	"ENSG00000157601"	NA	NA
"ENSG00000100206"	"ENSG00000115112"	"ENSG00000135318"	NA	NA
"ENSG00000240654"	"ENSG00000211893"	"ENSG00000104833"	NA	NA
"ENSG00000144644"	"ENSG00000120332"	"ENSG00000258274"	NA	NA
"ENSG00000175820"	"ENSG00000107623"	"ENSG00000271133"	NA	NA
"ENSG00000237512"	"ENSG00000171017"	"ENSG00000076770"	NA	NA
"ENSG00000149575"	"ENSG00000115290"	"ENSG00000149575"	NA	NA
"ENSG00000137819"	"ENSG00000259419"	"ENSG00000214787"	NA	NA
"ENSG00000172575"	"ENSG00000091831"	"ENSG00000271551"	NA	NA
"ENSG00000205362"	"ENSG00000162747"	"ENSG00000253522"	NA	NA
"ENSG00000132561"	"ENSG00000152527"	"ENSG00000154645"	NA	NA
"ENSG00000257839"	"ENSG00000184564"	"ENSG00000139289"	NA	NA
"ENSG00000121898"	"ENSG00000231274"	"ENSG00000182866"	NA	NA
"ENSG00000138795"	"ENSG00000168077"	"ENSG00000146521"	NA	NA
"ENSG00000143942"	"ENSG00000179813"	"ENSG00000258789"	NA	NA
"ENSG00000225096"	"ENSG00000175832"	"ENSG00000158445"	NA	NA
"ENSG00000168824"	"ENSG00000211895"	"ENSG00000188404"	NA	NA
"ENSG00000187867"	"ENSG00000166922"	"ENSG00000213694"	NA	NA
"ENSG00000136160"	"ENSG00000132031"	"ENSG00000187595"	NA	NA
"ENSG00000250878"	"ENSG00000167371"	"ENSG00000183154"	NA	NA
"ENSG00000230746"	"ENSG00000196735"	"ENSG00000227811"	NA	NA
"ENSG00000101144"	"ENSG00000186310"	"ENSG00000179636"	NA	NA
"ENSG00000235910"	"ENSG00000228022"	"ENSG00000112149"	NA	NA
"ENSG00000179083"	"ENSG00000245648"	"ENSG00000120162"	NA	NA
"ENSG00000180616"	"ENSG00000138735"	"ENSG00000151468"	NA	NA
"ENSG00000237686"	"ENSG00000230746"	"ENSG00000271714"	NA	NA
"ENSG00000140506"	"ENSG00000148357"	"ENSG00000246022"	NA	NA
"ENSG00000109906"	"ENSG00000180229"	"ENSG00000215241"	NA	NA
"ENSG00000156689"	"ENSG00000084636"	"ENSG00000205710"	NA	NA
"ENSG00000115112"	"ENSG00000234380"	"ENSG00000163364"	NA	NA
"ENSG00000211448"	"ENSG00000135378"	"ENSG00000133477"	NA	NA
"ENSG00000179772"	"ENSG00000100385"	"ENSG00000260396"	NA	NA
"ENSG00000185614"	"ENSG00000211890"	"ENSG00000162620"	NA	NA
"ENSG00000271133"	"ENSG00000113805"	"ENSG00000172243"	NA	NA
"ENSG00000049089"	"ENSG00000135074"	"ENSG00000053702"	NA	NA
"ENSG00000223923"	"ENSG00000131781"	"ENSG00000110042"	NA	NA
"ENSG00000122877"	"ENSG00000133110"	"ENSG00000259315"	NA	NA
"ENSG00000005513"	"ENSG00000180340"	"ENSG00000234614"	NA	NA
"ENSG00000178401"	"ENSG00000134323"	"ENSG00000117425"	NA	NA
"ENSG00000149403"	"ENSG00000164089"	"ENSG00000146410"	NA	NA
"ENSG00000133687"	"ENSG00000205436"	"ENSG00000256204"	NA	NA
"ENSG00000272556"	"ENSG00000137819"	"ENSG00000255571"	NA	NA
"ENSG00000236908"	"ENSG00000145649"	"ENSG00000203930"	NA	NA
"ENSG00000157168"	"ENSG00000090530"	"ENSG00000171385"	NA	NA
"ENSG00000264198"	"ENSG00000168621"	"ENSG00000198088"	NA	NA
"ENSG00000211662"	"ENSG00000260807"	"ENSG00000248712"	NA	NA
"ENSG00000171004"	"ENSG00000132561"	"ENSG00000172458"	NA	NA
"ENSG00000013588"	"ENSG00000172575"	"ENSG00000074047"	NA	NA
"ENSG00000112149"	"ENSG00000171766"	"ENSG00000110881"	NA	NA
"ENSG00000257017"	"ENSG00000181847"	"ENSG00000136514"	NA	NA
"ENSG00000164932"	"ENSG00000073282"	"ENSG00000113657"	NA	NA
"ENSG00000213694"	"ENSG00000160111"	"ENSG00000224165"	NA	NA
"ENSG00000006075"	"ENSG00000168824"	"ENSG00000103528"	NA	NA
"ENSG00000091844"	"ENSG00000176115"	"ENSG00000079931"	NA	NA
"ENSG00000139364"	"ENSG00000224020"	"ENSG00000181631"	NA	NA
"ENSG00000182866"	"ENSG00000144891"	"ENSG00000107821"	NA	NA
"ENSG00000211897"	"ENSG00000114654"	"ENSG00000156689"	NA	NA
"ENSG00000089847"	"ENSG00000128606"	"ENSG00000205221"	NA	NA
"ENSG00000103528"	"ENSG00000183748"	"ENSG00000165646"	NA	NA
"ENSG00000092969"	"ENSG00000122778"	"ENSG00000168824"	NA	NA
"ENSG00000244437"	"ENSG00000272240"	"ENSG00000172346"	NA	NA
"ENSG00000154864"	"ENSG00000197301"	"ENSG00000135919"	NA	NA
"ENSG00000142920"	"ENSG00000010030"	"ENSG00000122824"	NA	NA
"ENSG00000224165"	"ENSG00000143603"	"ENSG00000116761"	NA	NA
"ENSG00000174083"	"ENSG00000228960"	"ENSG00000011028"	NA	NA
"ENSG00000137878"	"ENSG00000135750"	"ENSG00000174348"	NA	NA
"ENSG00000253522"	"ENSG00000235162"	"ENSG00000259583"	NA	NA
"ENSG00000141497"	"ENSG00000100206"	"ENSG00000119922"	NA	NA
"ENSG00000227039"	"ENSG00000203734"	"ENSG00000186466"	NA	NA
"ENSG00000120729"	"ENSG00000137968"	"ENSG00000106823"	NA	NA
"ENSG00000155974"	"ENSG00000271551"	"ENSG00000244227"	NA	NA
"ENSG00000154080"	"ENSG00000133169"	"ENSG00000016391"	NA	NA
"ENSG00000155886"	"ENSG00000211679"	"ENSG00000197604"	NA	NA
"ENSG00000213279"	"ENSG00000131401"	"ENSG00000137462"	NA	NA
"ENSG00000143171"	"ENSG00000257839"	"ENSG00000171812"	NA	NA
"ENSG00000234380"	"ENSG00000147872"	"ENSG00000111331"	NA	NA
"ENSG00000131781"	"ENSG00000053524"	"ENSG00000102802"	NA	NA
"ENSG00000104848"	"ENSG00000213694"	"ENSG00000121898"	NA	NA
"ENSG00000237803"	"ENSG00000108551"	"ENSG00000166825"	NA	NA
"ENSG00000099957"	"ENSG00000162882"	"ENSG00000111335"	NA	NA
"ENSG00000224020"	"ENSG00000182557"	"ENSG00000177363"	NA	NA
"ENSG00000129244"	"ENSG00000155926"	"ENSG00000188176"	NA	NA
"ENSG00000135919"	"ENSG00000154864"	"ENSG00000183098"	NA	NA
"ENSG00000105650"	"ENSG00000137825"	"ENSG00000144681"	NA	NA
"ENSG00000196735"	"ENSG00000100170"	"ENSG00000141497"	NA	NA
"ENSG00000188488"	"ENSG00000143546"	"ENSG00000185070"	NA	NA
"ENSG00000115523"	"ENSG00000140557"	"ENSG00000235505"	NA	NA
"ENSG00000129048"	"ENSG00000226674"	"ENSG00000137857"	NA	NA
"ENSG00000143196"	"ENSG00000267385"	"ENSG00000157150"	NA	NA
"ENSG00000170579"	"ENSG00000225978"	"ENSG00000261115"	NA	NA
"ENSG00000163273"	"ENSG00000154736"	"ENSG00000152580"	NA	NA
"ENSG00000105472"	"ENSG00000133067"	"ENSG00000180383"	NA	NA
"ENSG00000127152"	"ENSG00000263207"	"ENSG00000142920"	NA	NA
"ENSG00000147588"	"ENSG00000171819"	"ENSG00000135362"	NA	NA
"ENSG00000137959"	"ENSG00000110900"	"ENSG00000155926"	NA	NA
"ENSG00000185615"	"ENSG00000204655"	"ENSG00000118515"	NA	NA
"ENSG00000011028"	"ENSG00000186466"	"ENSG00000144857"	NA	NA
"ENSG00000166825"	"ENSG00000135318"	"ENSG00000163638"	NA	NA
"ENSG00000103888"	"ENSG00000171051"	"ENSG00000120645"	NA	NA
"ENSG00000113088"	"ENSG00000137501"	"ENSG00000143942"	NA	NA
"ENSG00000228022"	"ENSG00000145244"	"ENSG00000147872"	NA	NA
"ENSG00000211677"	"ENSG00000147588"	"ENSG00000241935"	NA	NA
"ENSG00000074047"	"ENSG00000075618"	"ENSG00000182179"	NA	NA
"ENSG00000091128"	"ENSG00000106366"	"ENSG00000100206"	NA	NA
"ENSG00000151012"	"ENSG00000211896"	"ENSG00000138735"	NA	NA
"ENSG00000203645"	"ENSG00000076770"	"ENSG00000157103"	NA	NA
"ENSG00000132031"	"ENSG00000214575"	"ENSG00000174083"	NA	NA
"ENSG00000248323"	"ENSG00000165617"	"ENSG00000204420"	NA	NA
"ENSG00000259520"	"ENSG00000184005"	"ENSG00000185652"	NA	NA
"ENSG00000144893"	"ENSG00000101938"	"ENSG00000026950"	NA	NA
"ENSG00000178031"	"ENSG00000166482"	"ENSG00000177335"	NA	NA
"ENSG00000165887"	"ENSG00000049089"	"ENSG00000114646"	NA	NA
"ENSG00000248905"	"ENSG00000144834"	"ENSG00000230606"	NA	NA
"ENSG00000103316"	"ENSG00000121898"	"ENSG00000204622"	NA	NA
"ENSG00000146285"	"ENSG00000135919"	"ENSG00000123901"	NA	NA
"ENSG00000231274"	"ENSG00000229694"	"ENSG00000177675"	NA	NA
"ENSG00000152527"	"ENSG00000184613"	"ENSG00000225649"	NA	NA
"ENSG00000135318"	"ENSG00000159387"	"ENSG00000128918"	NA	NA
"ENSG00000128655"	"ENSG00000005513"	"ENSG00000231160"	NA	NA
"ENSG00000112559"	"ENSG00000188523"	"ENSG00000132530"	NA	NA
"ENSG00000147872"	"ENSG00000261701"	"ENSG00000009790"	NA	NA
"ENSG00000197301"	"ENSG00000133477"	"ENSG00000140459"	NA	NA
"ENSG00000254139"	"ENSG00000128262"	"ENSG00000266993"	NA	NA
"ENSG00000135750"	"ENSG00000203747"	"ENSG00000272463"	NA	NA
"ENSG00000106538"	"ENSG00000258819"	"ENSG00000149260"	NA	NA
"ENSG00000203747"	"ENSG00000139209"	"ENSG00000115252"	NA	NA
"ENSG00000182612"	"ENSG00000266588"	"ENSG00000143171"	NA	NA
"ENSG00000009790"	"ENSG00000241351"	"ENSG00000110811"	NA	NA
"ENSG00000148357"	"ENSG00000143942"	"ENSG00000111087"	NA	NA
"ENSG00000163220"	"ENSG00000271579"	"ENSG00000077942"	NA	NA
"ENSG00000189350"	"ENSG00000112077"	"ENSG00000158023"	NA	NA
"ENSG00000272405"	"ENSG00000244482"	"ENSG00000124440"	NA	NA
"ENSG00000125534"	"ENSG00000179542"	"ENSG00000164692"	NA	NA
"ENSG00000241351"	"ENSG00000128285"	"ENSG00000237523"	NA	NA
"ENSG00000211666"	"ENSG00000269235"	"ENSG00000118898"	NA	NA
"ENSG00000159387"	"ENSG00000138472"	"ENSG00000160593"	NA	NA
"ENSG00000164220"	"ENSG00000156049"	"ENSG00000134986"	NA	NA
"ENSG00000076770"	"ENSG00000082497"	"ENSG00000156313"	NA	NA
"ENSG00000174938"	"ENSG00000104833"	"ENSG00000152154"	NA	NA
"ENSG00000261115"	"ENSG00000265485"	"ENSG00000160766"	NA	NA
"ENSG00000166922"	"ENSG00000224842"	"ENSG00000177464"	NA	NA
"ENSG00000198286"	"ENSG00000137462"	"ENSG00000118526"	NA	NA
"ENSG00000113296"	"ENSG00000120738"	"ENSG00000116396"	NA	NA
"ENSG00000270087"	"ENSG00000118777"	"ENSG00000135097"	NA	NA
"ENSG00000158246"	"ENSG00000257150"	"ENSG00000060982"	NA	NA
"ENSG00000236213"	"ENSG00000078401"	"ENSG00000183486"	NA	NA
"ENSG00000166343"	"ENSG00000267528"	"ENSG00000140557"	NA	NA
"ENSG00000224238"	"ENSG00000196358"	"ENSG00000173715"	NA	NA
"ENSG00000139626"	"ENSG00000237512"	"ENSG00000257150"	NA	NA
"ENSG00000188523"	"ENSG00000162951"	"ENSG00000168309"	NA	NA
"ENSG00000138180"	"ENSG00000176659"	"ENSG00000237686"	NA	NA
"ENSG00000129194"	"ENSG00000236526"	"ENSG00000000938"	NA	NA
"ENSG00000091986"	"ENSG00000133687"	"ENSG00000258819"	NA	NA
"ENSG00000271833"	"ENSG00000111796"	"ENSG00000111664"	NA	NA
"ENSG00000196664"	"ENSG00000264569"	"ENSG00000272568"	NA	NA
"ENSG00000260947"	"ENSG00000225361"	"ENSG00000183032"	NA	NA
"ENSG00000175592"	"ENSG00000170743"	"ENSG00000136867"	NA	NA
"ENSG00000210196"	"ENSG00000158023"	"ENSG00000178922"	NA	NA
"ENSG00000163638"	"ENSG00000244227"	"ENSG00000225492"	NA	NA
"ENSG00000239951"	"ENSG00000183876"	"ENSG00000102760"	NA	NA
"ENSG00000183801"	"ENSG00000161940"	"ENSG00000157399"	NA	NA
"ENSG00000149599"	"ENSG00000161649"	"ENSG00000183153"	NA	NA
"ENSG00000156049"	"ENSG00000165272"	"ENSG00000115107"	NA	NA
"ENSG00000107623"	"ENSG00000185614"	"ENSG00000273237"	NA	NA
"ENSG00000158445"	"ENSG00000128655"	"ENSG00000130037"	NA	NA
"ENSG00000133169"	"ENSG00000271833"	"ENSG00000156535"	NA	NA
"ENSG00000174469"	"ENSG00000224165"	"ENSG00000115705"	NA	NA
"ENSG00000272016"	"ENSG00000136944"	"ENSG00000143603"	NA	NA
"ENSG00000167157"	"ENSG00000157680"	"ENSG00000230148"	NA	NA
"ENSG00000129277"	"ENSG00000108405"	"ENSG00000242338"	NA	NA
"ENSG00000163564"	"ENSG00000172458"	"ENSG00000118985"	NA	NA
"ENSG00000213996"	"ENSG00000185070"	"ENSG00000102886"	NA	NA
"ENSG00000176532"	"ENSG00000180644"	"ENSG00000005102"	NA	NA
"ENSG00000181019"	"ENSG00000119681"	"ENSG00000229334"	NA	NA
"ENSG00000053524"	"ENSG00000269964"	"ENSG00000105835"	NA	NA
"ENSG00000268433"	"ENSG00000180616"	"ENSG00000147100"	NA	NA
"ENSG00000143167"	"ENSG00000141576"	"ENSG00000106688"	NA	NA
"ENSG00000259315"	"ENSG00000157404"	"ENSG00000181019"	NA	NA
"ENSG00000198088"	"ENSG00000105516"	"ENSG00000138646"	NA	NA
"ENSG00000157103"	"ENSG00000168995"	"ENSG00000156113"	NA	NA
"ENSG00000271579"	"ENSG00000152580"	"ENSG00000163040"	NA	NA
"ENSG00000006283"	"ENSG00000013725"	"ENSG00000198932"	NA	NA
"ENSG00000183778"	"ENSG00000257017"	"ENSG00000099953"	NA	NA
"ENSG00000243466"	"ENSG00000139410"	"ENSG00000108771"	NA	NA
"ENSG00000168621"	"ENSG00000123243"	"ENSG00000231768"	NA	NA
"ENSG00000198384"	"ENSG00000270021"	"ENSG00000271738"	NA	NA
"ENSG00000185101"	"ENSG00000198384"	"ENSG00000141622"	NA	NA
"ENSG00000182177"	"ENSG00000115085"	"ENSG00000137573"	NA	NA
"ENSG00000153283"	"ENSG00000136542"	"ENSG00000228794"	NA	NA
"ENSG00000075618"	"ENSG00000260000"	"ENSG00000197471"	NA	NA
"ENSG00000019505"	"ENSG00000211897"	"ENSG00000246985"	NA	NA
"ENSG00000056487"	"ENSG00000130032"	"ENSG00000185010"	NA	NA
"ENSG00000117091"	"ENSG00000167772"	"ENSG00000169604"	NA	NA
"ENSG00000251576"	"ENSG00000230006"	"ENSG00000140022"	NA	NA
"ENSG00000119681"	"ENSG00000166106"	"ENSG00000160781"	NA	NA
"ENSG00000236208"	"ENSG00000261115"	"ENSG00000165511"	NA	NA
"ENSG00000176358"	"ENSG00000211677"	"ENSG00000235999"	NA	NA
"ENSG00000158023"	"ENSG00000167286"	"ENSG00000108381"	NA	NA
"ENSG00000177791"	"ENSG00000237686"	"ENSG00000111728"	NA	NA
"ENSG00000008311"	"ENSG00000138135"	"ENSG00000133026"	NA	NA
"ENSG00000166676"	"ENSG00000259630"	"ENSG00000140450"	NA	NA
"ENSG00000152495"	"ENSG00000124491"	"ENSG00000012779"	NA	NA
"ENSG00000261671"	"ENSG00000152495"	"ENSG00000154134"	NA	NA
"ENSG00000172116"	"ENSG00000196542"	"ENSG00000235387"	NA	NA
"ENSG00000143603"	"ENSG00000012779"	"ENSG00000174640"	NA	NA
"ENSG00000134121"	"ENSG00000224982"	"ENSG00000236914"	NA	NA
"ENSG00000132821"	"ENSG00000174083"	"ENSG00000181004"	NA	NA
"ENSG00000229644"	"ENSG00000149243"	"ENSG00000149554"	NA	NA
"ENSG00000230393"	"ENSG00000144893"	"ENSG00000140254"	NA	NA
"ENSG00000140279"	"ENSG00000167711"	"ENSG00000163884"	NA	NA
"ENSG00000137801"	"ENSG00000073670"	"ENSG00000111452"	NA	NA
"ENSG00000144834"	"ENSG00000254002"	"ENSG00000197093"	NA	NA
"ENSG00000271714"	"ENSG00000150625"	"ENSG00000144959"	NA	NA
"ENSG00000215237"	"ENSG00000223923"	"ENSG00000113070"	NA	NA
"ENSG00000243056"	"ENSG00000103316"	"ENSG00000103415"	NA	NA
"ENSG00000137573"	"ENSG00000232002"	"ENSG00000133466"	NA	NA
"ENSG00000187957"	"ENSG00000253522"	"ENSG00000075884"	NA	NA
"ENSG00000007264"	"ENSG00000005844"	"ENSG00000255458"	NA	NA
"ENSG00000106823"	"ENSG00000150051"	"ENSG00000242600"	NA	NA
"ENSG00000166323"	"ENSG00000165929"	"ENSG00000101871"	NA	NA
"ENSG00000073282"	"ENSG00000124440"	"ENSG00000179766"	NA	NA
"ENSG00000267287"	"ENSG00000089847"	"ENSG00000179715"	NA	NA
"ENSG00000269964"	"ENSG00000254415"	"ENSG00000170745"	NA	NA
"ENSG00000157150"	"ENSG00000115705"	"ENSG00000120820"	NA	NA
"ENSG00000180096"	"ENSG00000117425"	"ENSG00000214548"	NA	NA
"ENSG00000183876"	"ENSG00000156313"	"ENSG00000150281"	NA	NA
"ENSG00000122778"	"ENSG00000011028"	"ENSG00000172733"	NA	NA
"ENSG00000264569"	"ENSG00000150275"	"ENSG00000164078"	NA	NA
"ENSG00000273145"	"ENSG00000227811"	"ENSG00000166323"	NA	NA
"ENSG00000107821"	"ENSG00000143882"	"ENSG00000182197"	NA	NA
"ENSG00000259630"	"ENSG00000137573"	"ENSG00000196338"	NA	NA
"ENSG00000267069"	"ENSG00000197859"	"ENSG00000134716"	NA	NA
"ENSG00000122223"	"ENSG00000092068"	"ENSG00000155130"	NA	NA
"ENSG00000248864"	"ENSG00000000938"	"ENSG00000160469"	NA	NA
"ENSG00000204655"	"ENSG00000013588"	"ENSG00000260065"	NA	NA
"ENSG00000087237"	"ENSG00000233930"	"ENSG00000112655"	NA	NA
"ENSG00000171051"	"ENSG00000164761"	"ENSG00000120885"	NA	NA
"ENSG00000078725"	"ENSG00000171812"	"ENSG00000184347"	NA	NA
"ENSG00000145423"	"ENSG00000167900"	"ENSG00000234664"	NA	NA
"ENSG00000197859"	"ENSG00000087495"	"ENSG00000214193"	NA	NA
"ENSG00000179813"	"ENSG00000173391"	"ENSG00000197852"	NA	NA
"ENSG00000112077"	"ENSG00000204065"	"ENSG00000160299"	NA	NA
"ENSG00000145287"	"ENSG00000272016"	"ENSG00000133106"	NA	NA
"ENSG00000053702"	"ENSG00000161888"	"ENSG00000242574"	NA	NA
"ENSG00000235162"	"ENSG00000111452"	"ENSG00000141150"	NA	NA
"ENSG00000082196"	"ENSG00000050555"	"ENSG00000143387"	NA	NA
"ENSG00000114631"	"ENSG00000187840"	"ENSG00000122778"	NA	NA
"ENSG00000091262"	"ENSG00000165730"	"ENSG00000072840"	NA	NA
"ENSG00000160593"	"ENSG00000251637"	"ENSG00000197124"	NA	NA
"ENSG00000261195"	"ENSG00000244306"	"ENSG00000225361"	NA	NA
"ENSG00000142512"	"ENSG00000271811"	"ENSG00000162894"	NA	NA
"ENSG00000115705"	"ENSG00000248905"	"ENSG00000220785"	NA	NA
"ENSG00000270246"	"ENSG00000160200"	"ENSG00000110400"	NA	NA
"ENSG00000267811"	"ENSG00000136867"	"ENSG00000128805"	NA	NA
"ENSG00000210117"	"ENSG00000160883"	"ENSG00000269190"	NA	NA
"ENSG00000010030"	"ENSG00000106003"	"ENSG00000103196"	NA	NA
"ENSG00000180229"	"ENSG00000211662"	"ENSG00000107562"	NA	NA
"ENSG00000228252"	"ENSG00000181634"	"ENSG00000246379"	NA	NA
"ENSG00000237977"	"ENSG00000211651"	"ENSG00000145365"	NA	NA
"ENSG00000177363"	"ENSG00000211899"	"ENSG00000100228"	NA	NA
"ENSG00000135426"	"ENSG00000144857"	"ENSG00000051341"	NA	NA
"ENSG00000271551"	"ENSG00000237803"	"ENSG00000138587"	NA	NA
"ENSG00000211651"	"ENSG00000158008"	"ENSG00000161647"	NA	NA
"ENSG00000149243"	"ENSG00000237807"	"ENSG00000112290"	NA	NA
"ENSG00000186310"	"ENSG00000206579"	"ENSG00000235217"	NA	NA
"ENSG00000230876"	"ENSG00000124256"	"ENSG00000185274"	NA	NA
"ENSG00000267919"	"ENSG00000224397"	"ENSG00000102935"	NA	NA
"ENSG00000156265"	"ENSG00000074047"	"ENSG00000272016"	NA	NA
"ENSG00000180776"	"ENSG00000006074"	"ENSG00000110169"	NA	NA
"ENSG00000100987"	"ENSG00000116962"	"ENSG00000173598"	NA	NA
"ENSG00000206561"	"ENSG00000085265"	"ENSG00000231407"	NA	NA
"ENSG00000105835"	"ENSG00000017373"	"ENSG00000180773"	NA	NA
"ENSG00000180340"	"ENSG00000203930"	"ENSG00000072858"	NA	NA
"ENSG00000090006"	"ENSG00000132915"	"ENSG00000135821"	NA	NA
"ENSG00000178175"	"ENSG00000272556"	"ENSG00000204291"	NA	NA
"ENSG00000205038"	"ENSG00000053702"	"ENSG00000156587"	NA	NA
"ENSG00000113645"	"ENSG00000156689"	"ENSG00000273002"	NA	NA
"ENSG00000226674"	"ENSG00000110042"	"ENSG00000163050"	NA	NA
"ENSG00000182379"	"ENSG00000158488"	"ENSG00000204397"	NA	NA
"ENSG00000204851"	"ENSG00000141497"	"ENSG00000116962"	NA	NA
"ENSG00000137331"	"ENSG00000118137"	"ENSG00000186470"	NA	NA
"ENSG00000183888"	"ENSG00000148655"	"ENSG00000119686"	NA	NA
"ENSG00000204065"	"ENSG00000204740"	"ENSG00000157445"	NA	NA
"ENSG00000104332"	"ENSG00000183196"	"ENSG00000075413"	NA	NA
"ENSG00000143387"	"ENSG00000122025"	"ENSG00000151322"	NA	NA
"ENSG00000237463"	"ENSG00000105472"	"ENSG00000143110"	NA	NA
"ENSG00000171385"	"ENSG00000239951"	"ENSG00000117461"	NA	NA
"ENSG00000264107"	"ENSG00000165548"	"ENSG00000066185"	NA	NA
"ENSG00000225649"	"ENSG00000163661"	"ENSG00000081803"	NA	NA
"ENSG00000204740"	"ENSG00000203710"	"ENSG00000092068"	NA	NA
"ENSG00000129116"	"ENSG00000162494"	"ENSG00000101276"	NA	NA
"ENSG00000156219"	"ENSG00000044524"	"ENSG00000082684"	NA	NA
"ENSG00000137857"	"ENSG00000236213"	"ENSG00000124766"	NA	NA
"ENSG00000133477"	"ENSG00000233251"	"ENSG00000153208"	NA	NA
"ENSG00000174640"	"ENSG00000100033"	"ENSG00000198842"	NA	NA
"ENSG00000137501"	"ENSG00000072201"	"ENSG00000162241"	NA	NA
"ENSG00000160111"	"ENSG00000152672"	"ENSG00000142279"	NA	NA
"ENSG00000168135"	"ENSG00000129244"	"ENSG00000166033"	NA	NA
"ENSG00000124491"	"ENSG00000259834"	"ENSG00000155849"	NA	NA
"ENSG00000257150"	"ENSG00000168309"	"ENSG00000235092"	NA	NA
"ENSG00000100033"	"ENSG00000156750"	"ENSG00000258457"	NA	NA
"ENSG00000125046"	"ENSG00000254139"	"ENSG00000172345"	NA	NA
"ENSG00000160180"	"ENSG00000187608"	"ENSG00000128602"	NA	NA
"ENSG00000109943"	"ENSG00000185010"	"ENSG00000109743"	NA	NA
"ENSG00000205786"	"ENSG00000106688"	"ENSG00000156219"	NA	NA
"ENSG00000162576"	"ENSG00000143320"	"ENSG00000137752"	NA	NA
"ENSG00000177989"	"ENSG00000176532"	"ENSG00000261652"	NA	NA
"ENSG00000259583"	"ENSG00000143167"	"ENSG00000154065"	NA	NA
"ENSG00000117600"	"ENSG00000126803"	"ENSG00000119138"	NA	NA
"ENSG00000269978"	"ENSG00000170961"	"ENSG00000211445"	NA	NA
"ENSG00000204252"	"ENSG00000183801"	"ENSG00000103404"	NA	NA
"ENSG00000230006"	"ENSG00000110448"	"ENSG00000152642"	NA	NA
"ENSG00000236526"	"ENSG00000108821"	"ENSG00000122862"	NA	NA
"ENSG00000076344"	"ENSG00000267069"	"ENSG00000253250"	NA	NA
"ENSG00000110900"	"ENSG00000100987"	"ENSG00000112182"	NA	NA
"ENSG00000137077"	"ENSG00000198088"	"ENSG00000273001"	NA	NA
"ENSG00000196549"	"ENSG00000106823"	"ENSG00000179855"	NA	NA
"ENSG00000181634"	"ENSG00000188176"	"ENSG00000168056"	NA	NA
"ENSG00000154277"	"ENSG00000133101"	"ENSG00000137965"	NA	NA
"ENSG00000271811"	"ENSG00000264107"	"ENSG00000011105"	NA	NA
"ENSG00000188015"	"ENSG00000235830"	"ENSG00000109854"	NA	NA
"ENSG00000267385"	"ENSG00000112559"	"ENSG00000182916"	NA	NA
"ENSG00000171724"	"ENSG00000166523"	"ENSG00000163590"	NA	NA
"ENSG00000165929"	"ENSG00000136267"	"ENSG00000162174"	NA	NA
"ENSG00000184613"	"ENSG00000137393"	"ENSG00000152767"	NA	NA
"ENSG00000135914"	"ENSG00000140932"	"ENSG00000015475"	NA	NA
"ENSG00000237949"	"ENSG00000143387"	"ENSG00000069702"	NA	NA
"ENSG00000138735"	"ENSG00000224786"	"ENSG00000176490"	NA	NA
"ENSG00000121957"	"ENSG00000157445"	"ENSG00000204764"	NA	NA
"ENSG00000167123"	"ENSG00000261713"	"ENSG00000166707"	NA	NA
"ENSG00000082684"	"ENSG00000230393"	"ENSG00000224934"	NA	NA
"ENSG00000151468"	"ENSG00000056487"	"ENSG00000054392"	NA	NA
"ENSG00000187608"	"ENSG00000185615"	"ENSG00000125864"	NA	NA
"ENSG00000132915"	"ENSG00000008277"	"ENSG00000155760"	NA	NA
"ENSG00000064692"	"ENSG00000171004"	"ENSG00000161381"	NA	NA
"ENSG00000017373"	"ENSG00000173698"	"ENSG00000165209"	NA	NA
"ENSG00000206579"	"ENSG00000011426"	"ENSG00000107201"	NA	NA
"ENSG00000152580"	"ENSG00000034971"	"ENSG00000144730"	NA	NA
"ENSG00000138472"	"ENSG00000185101"	"ENSG00000158158"	NA	NA
"ENSG00000225361"	"ENSG00000108700"	"ENSG00000111052"	NA	NA
"ENSG00000185070"	"ENSG00000237949"	"ENSG00000246731"	NA	NA
"ENSG00000196358"	"ENSG00000196209"	"ENSG00000187566"	NA	NA
"ENSG00000007908"	"ENSG00000111799"	"ENSG00000182836"	NA	NA
"ENSG00000154736"	"ENSG00000125730"	"ENSG00000272168"	NA	NA
"ENSG00000204622"	"ENSG00000198542"	"ENSG00000157240"	NA	NA
"ENSG00000256604"	"ENSG00000134121"	"ENSG00000116883"	NA	NA
"ENSG00000167711"	"ENSG00000123342"	"ENSG00000083123"	NA	NA
"ENSG00000260000"	"ENSG00000234719"	"ENSG00000171160"	NA	NA
"ENSG00000106003"	"ENSG00000271133"	"ENSG00000124785"	NA	NA
"ENSG00000244119"	"ENSG00000260604"	"ENSG00000198756"	NA	NA
"ENSG00000116962"	"ENSG00000182851"	"ENSG00000272688"	NA	NA
"ENSG00000272240"	"ENSG00000110079"	"ENSG00000114423"	NA	NA
